               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 159,            0.038642,             0.01134,            0.025652,             0.57022,             0.83107,             0.81887,             0.41839,            0.021176,           0.0059963,            0.017893,           0.0037432,           0.0037432,           0.0037432
                 160,            0.041274,            0.012025,            0.026165,             0.57022,             0.83107,             0.81887,             0.41839,            0.021176,           0.0059963,            0.017893,           0.0037036,           0.0037036,           0.0037036
                 161,            0.039639,            0.015569,            0.027827,             0.80606,             0.83293,             0.91523,             0.53134,            0.017201,           0.0059429,            0.017753,            0.003664,            0.003664,            0.003664
                 162,            0.028545,            0.010598,            0.025604,             0.80606,             0.83293,             0.91523,             0.53134,            0.017201,           0.0059429,            0.017753,           0.0036244,           0.0036244,           0.0036244
                 163,            0.035103,            0.015013,            0.028833,             0.80606,             0.83293,             0.91523,             0.53134,            0.017201,           0.0059429,            0.017753,           0.0035848,           0.0035848,           0.0035848
                 164,            0.031108,            0.012534,            0.025041,             0.81606,             0.89533,             0.91955,             0.48819,            0.020285,           0.0059535,            0.017629,           0.0035452,           0.0035452,           0.0035452
                 165,            0.033667,            0.013071,            0.027508,             0.81606,             0.89533,             0.91955,             0.48819,            0.020285,           0.0059535,            0.017629,           0.0035056,           0.0035056,           0.0035056
                 166,            0.043186,            0.011545,            0.025932,             0.85434,             0.86364,              0.9489,             0.61017,            0.023966,           0.0059003,            0.017567,            0.003466,            0.003466,            0.003466
                 167,            0.043675,           0.0094955,            0.025601,             0.85434,             0.86364,              0.9489,             0.61017,            0.023966,           0.0059003,            0.017567,           0.0034264,           0.0034264,           0.0034264
                 168,            0.045002,            0.011621,            0.027773,             0.85434,             0.86364,              0.9489,             0.61017,            0.023966,           0.0059003,            0.017567,           0.0033868,           0.0033868,           0.0033868
                 169,            0.035691,            0.011123,            0.026148,             0.78283,             0.86364,             0.93702,             0.71822,            0.018849,           0.0058376,            0.017306,           0.0033472,           0.0033472,           0.0033472
                 170,             0.03472,            0.011333,            0.026829,             0.78283,             0.86364,             0.93702,             0.71822,            0.018849,           0.0058376,            0.017306,           0.0033076,           0.0033076,           0.0033076
                 171,            0.033173,            0.013445,            0.026778,             0.76637,             0.93006,               0.931,             0.43756,             0.02501,           0.0058856,             0.01707,            0.003268,            0.003268,            0.003268
                 172,            0.040915,            0.013774,            0.026354,             0.76637,             0.93006,               0.931,             0.43756,             0.02501,           0.0058856,             0.01707,           0.0032284,           0.0032284,           0.0032284
                 173,             0.04149,            0.011213,            0.026978,             0.76637,             0.93006,               0.931,             0.43756,             0.02501,           0.0058856,             0.01707,           0.0031888,           0.0031888,           0.0031888
                 174,             0.03542,            0.010896,            0.024418,             0.79061,             0.90909,             0.93817,              0.5744,            0.018377,           0.0057845,            0.016995,           0.0031492,           0.0031492,           0.0031492
                 175,             0.03629,           0.0099099,            0.026002,             0.79061,             0.90909,             0.93817,              0.5744,            0.018377,           0.0057845,            0.016995,           0.0031096,           0.0031096,           0.0031096
                 176,            0.034417,            0.013948,            0.027822,             0.79061,             0.90909,             0.93817,              0.5744,            0.018377,           0.0057845,            0.016995,             0.00307,             0.00307,             0.00307
                 177,            0.033025,            0.013061,            0.026652,             0.90843,             0.90336,             0.93267,             0.60654,            0.017388,           0.0057283,             0.01691,           0.0030304,           0.0030304,           0.0030304
                 178,            0.035114,            0.015227,            0.026266,             0.90843,             0.90336,             0.93267,             0.60654,            0.017388,           0.0057283,             0.01691,           0.0029908,           0.0029908,           0.0029908
                 179,            0.030999,            0.010796,            0.024702,             0.90864,             0.92895,               0.933,             0.64971,            0.019788,           0.0058172,            0.016691,           0.0029512,           0.0029512,           0.0029512
                 180,            0.035764,            0.016275,            0.026581,             0.90864,             0.92895,               0.933,             0.64971,            0.019788,           0.0058172,            0.016691,           0.0029116,           0.0029116,           0.0029116
                 181,            0.030279,            0.010422,            0.022799,             0.90864,             0.92895,               0.933,             0.64971,            0.019788,           0.0058172,            0.016691,            0.002872,            0.002872,            0.002872
                 182,            0.032142,           0.0097146,            0.024389,             0.89966,             0.90909,             0.93767,             0.65354,            0.017752,           0.0057845,            0.016617,           0.0028324,           0.0028324,           0.0028324
                 183,            0.036721,            0.011099,            0.027078,             0.89966,             0.90909,             0.93767,             0.65354,            0.017752,           0.0057845,            0.016617,           0.0027928,           0.0027928,           0.0027928
                 184,            0.030912,            0.010413,            0.024349,             0.85465,             0.90909,             0.93681,             0.61423,            0.020357,           0.0058134,            0.016434,           0.0027532,           0.0027532,           0.0027532
                 185,            0.033853,            0.014562,            0.025108,             0.85465,             0.90909,             0.93681,             0.61423,            0.020357,           0.0058134,            0.016434,           0.0027136,           0.0027136,           0.0027136
                 186,            0.031834,            0.011853,            0.025417,             0.85465,             0.90909,             0.93681,             0.61423,            0.020357,           0.0058134,            0.016434,            0.002674,            0.002674,            0.002674
                 187,            0.030364,            0.010892,            0.020289,             0.88514,             0.90909,             0.95433,             0.57335,            0.018621,           0.0057522,             0.01626,           0.0026344,           0.0026344,           0.0026344
                 188,            0.030431,           0.0094106,            0.026616,             0.88514,             0.90909,             0.95433,             0.57335,            0.018621,           0.0057522,             0.01626,           0.0025948,           0.0025948,           0.0025948
                 189,            0.028233,            0.011023,            0.023813,             0.88514,             0.90909,             0.95433,             0.57335,            0.018621,           0.0057522,             0.01626,           0.0025552,           0.0025552,           0.0025552
                 190,            0.035383,            0.012499,            0.026314,             0.91455,             0.92536,             0.96967,              0.5875,            0.018236,           0.0057327,            0.016115,           0.0025156,           0.0025156,           0.0025156
                 191,            0.030574,            0.010281,            0.023271,             0.91455,             0.92536,             0.96967,              0.5875,            0.018236,           0.0057327,            0.016115,            0.002476,            0.002476,            0.002476
                 192,            0.030608,             0.01471,            0.025282,             0.89983,             0.93055,             0.95939,             0.60707,              0.0232,           0.0058125,            0.016124,           0.0024364,           0.0024364,           0.0024364
                 193,            0.040808,            0.013089,            0.027576,             0.89983,             0.93055,             0.95939,             0.60707,              0.0232,           0.0058125,            0.016124,           0.0023968,           0.0023968,           0.0023968
                 194,            0.041067,           0.0093441,            0.026208,             0.89983,             0.93055,             0.95939,             0.60707,              0.0232,           0.0058125,            0.016124,           0.0023572,           0.0023572,           0.0023572
                 195,            0.038426,            0.013302,            0.025776,             0.89926,             0.93112,              0.9569,             0.64949,            0.017973,           0.0056831,            0.016074,           0.0023176,           0.0023176,           0.0023176
                 196,            0.036909,            0.010857,            0.024569,             0.89926,             0.93112,              0.9569,             0.64949,            0.017973,           0.0056831,            0.016074,            0.002278,            0.002278,            0.002278
                 197,            0.034197,            0.013833,            0.025348,             0.91311,              0.9314,             0.96524,              0.5354,            0.020653,           0.0057204,            0.015785,           0.0022384,           0.0022384,           0.0022384
                 198,            0.032278,           0.0096209,            0.023686,             0.91311,              0.9314,             0.96524,              0.5354,            0.020653,           0.0057204,            0.015785,           0.0021988,           0.0021988,           0.0021988
                 199,            0.032252,            0.012832,            0.024078,             0.91311,              0.9314,             0.96524,              0.5354,            0.020653,           0.0057204,            0.015785,           0.0021592,           0.0021592,           0.0021592
                 200,            0.033407,            0.010638,            0.025909,             0.90475,             0.93681,             0.96024,             0.60636,            0.017326,            0.005608,            0.015702,           0.0021196,           0.0021196,           0.0021196
                 201,            0.034809,            0.014022,             0.02681,             0.90475,             0.93681,             0.96024,             0.60636,            0.017326,            0.005608,            0.015702,             0.00208,             0.00208,             0.00208
                 202,            0.026731,           0.0091488,             0.02393,             0.90475,             0.93681,             0.96024,             0.60636,            0.017326,            0.005608,            0.015702,           0.0020404,           0.0020404,           0.0020404
                 203,            0.033714,            0.010821,            0.027132,             0.89975,             0.93711,             0.96448,             0.59734,            0.017716,           0.0055997,            0.015664,           0.0020008,           0.0020008,           0.0020008
                 204,            0.024738,            0.011471,            0.020945,             0.89975,             0.93711,             0.96448,             0.59734,            0.017716,           0.0055997,            0.015664,           0.0019612,           0.0019612,           0.0019612
                 205,            0.028961,            0.012002,             0.02518,             0.89735,             0.93574,              0.9569,             0.64601,            0.015638,           0.0055389,            0.015622,           0.0019216,           0.0019216,           0.0019216
                 206,            0.026157,            0.010578,            0.027217,             0.89735,             0.93574,              0.9569,             0.64601,            0.015638,           0.0055389,            0.015622,            0.001882,            0.001882,            0.001882
                 207,            0.027713,            0.010683,            0.024083,             0.89735,             0.93574,              0.9569,             0.64601,            0.015638,           0.0055389,            0.015622,           0.0018424,           0.0018424,           0.0018424
                 208,            0.029866,            0.016119,            0.026764,             0.89881,              0.9401,             0.96024,             0.65527,            0.015348,           0.0055006,            0.015494,           0.0018028,           0.0018028,           0.0018028
                 209,            0.029767,            0.013116,            0.024227,             0.89881,              0.9401,             0.96024,             0.65527,            0.015348,           0.0055006,            0.015494,           0.0017632,           0.0017632,           0.0017632
                 210,            0.032636,              0.0121,             0.02557,              0.9047,             0.94668,             0.96448,             0.58872,            0.018913,           0.0055162,            0.015307,           0.0017236,           0.0017236,           0.0017236
                 211,            0.030302,            0.010779,            0.023481,              0.9047,             0.94668,             0.96448,             0.58872,            0.018913,           0.0055162,            0.015307,            0.001684,            0.001684,            0.001684
                 212,            0.035919,            0.010473,            0.028349,              0.9047,             0.94668,             0.96448,             0.58872,            0.018913,           0.0055162,            0.015307,           0.0016444,           0.0016444,           0.0016444
                 213,            0.026309,           0.0092186,            0.022898,             0.90947,             0.94665,             0.96448,             0.64969,            0.017509,           0.0054618,            0.015177,           0.0016048,           0.0016048,           0.0016048
                 214,            0.033388,             0.01512,            0.026244,             0.90947,             0.94665,             0.96448,             0.64969,            0.017509,           0.0054618,            0.015177,           0.0015652,           0.0015652,           0.0015652
                 215,            0.033091,            0.013253,            0.025933,             0.90947,             0.94665,             0.96448,             0.64969,            0.017509,           0.0054618,            0.015177,           0.0015256,           0.0015256,           0.0015256
                 216,            0.031454,            0.012941,            0.025949,             0.91236,             0.94445,             0.96448,             0.64924,            0.017542,           0.0054319,             0.01514,            0.001486,            0.001486,            0.001486
                 217,             0.03005,            0.013352,            0.025226,             0.91236,             0.94445,             0.96448,             0.64924,            0.017542,           0.0054319,             0.01514,           0.0014464,           0.0014464,           0.0014464
                 218,            0.028831,             0.01369,            0.024768,             0.91406,             0.94081,             0.96448,             0.73849,            0.015267,           0.0053181,             0.01506,           0.0014068,           0.0014068,           0.0014068
                 219,            0.031242,            0.010516,            0.024847,             0.91406,             0.94081,             0.96448,             0.73849,            0.015267,           0.0053181,             0.01506,           0.0013672,           0.0013672,           0.0013672
                 220,            0.029431,           0.0094232,            0.023175,             0.91406,             0.94081,             0.96448,             0.73849,            0.015267,           0.0053181,             0.01506,           0.0013276,           0.0013276,           0.0013276
                 221,            0.025713,            0.010034,            0.023984,              0.9142,             0.93933,             0.95994,             0.72815,            0.014761,           0.0053082,            0.014956,            0.001288,            0.001288,            0.001288
                 222,            0.028666,            0.010982,            0.025505,              0.9142,             0.93933,             0.95994,             0.72815,            0.014761,           0.0053082,            0.014956,           0.0012484,           0.0012484,           0.0012484
                 223,            0.028259,            0.011736,            0.024901,               0.913,             0.93943,             0.95994,             0.72333,            0.015605,           0.0054416,            0.014851,           0.0012088,           0.0012088,           0.0012088
                 224,            0.031571,            0.010261,             0.02596,               0.913,             0.93943,             0.95994,             0.72333,            0.015605,           0.0054416,            0.014851,           0.0011692,           0.0011692,           0.0011692
                 225,            0.028577,            0.011222,            0.023819,               0.913,             0.93943,             0.95994,             0.72333,            0.015605,           0.0054416,            0.014851,           0.0011296,           0.0011296,           0.0011296
                 226,            0.030704,            0.014133,            0.023757,             0.91338,             0.94061,             0.95994,             0.72197,            0.014438,           0.0054012,             0.01479,             0.00109,             0.00109,             0.00109
                 227,            0.024277,            0.010227,            0.020895,             0.91338,             0.94061,             0.95994,             0.72197,            0.014438,           0.0054012,             0.01479,           0.0010504,           0.0010504,           0.0010504
                 228,            0.026325,           0.0098467,             0.02547,             0.91338,             0.94061,             0.95994,             0.72197,            0.014438,           0.0054012,             0.01479,           0.0010108,           0.0010108,           0.0010108
                 229,            0.028321,            0.011678,            0.023294,             0.91375,             0.94207,             0.95657,             0.70824,            0.014298,           0.0053988,            0.014666,           0.0009712,           0.0009712,           0.0009712
                 230,            0.027486,            0.010028,            0.025947,             0.91375,             0.94207,             0.95657,             0.70824,            0.014298,           0.0053988,            0.014666,           0.0009316,           0.0009316,           0.0009316
                 231,            0.028957,            0.011101,            0.024187,             0.91316,             0.94297,             0.96111,             0.72018,            0.014624,           0.0053933,            0.014511,            0.000892,            0.000892,            0.000892
                 232,            0.029159,            0.012135,            0.023234,             0.91316,             0.94297,             0.96111,             0.72018,            0.014624,           0.0053933,            0.014511,           0.0008524,           0.0008524,           0.0008524
                 233,            0.022117,            0.011031,            0.021356,             0.91316,             0.94297,             0.96111,             0.72018,            0.014624,           0.0053933,            0.014511,           0.0008128,           0.0008128,           0.0008128
                 234,            0.025448,            0.010865,             0.02277,             0.91457,             0.94249,             0.95994,             0.72821,            0.015546,           0.0053876,             0.01455,           0.0007732,           0.0007732,           0.0007732
                 235,            0.027608,            0.010355,            0.024464,             0.91457,             0.94249,             0.95994,             0.72821,            0.015546,           0.0053876,             0.01455,           0.0007336,           0.0007336,           0.0007336
                 236,            0.028476,            0.012624,            0.025208,             0.91633,             0.94228,             0.95539,             0.72628,            0.014841,            0.005355,            0.014521,            0.000694,            0.000694,            0.000694
                 237,            0.032799,             0.01331,             0.02389,             0.91633,             0.94228,             0.95539,             0.72628,            0.014841,            0.005355,            0.014521,           0.0006544,           0.0006544,           0.0006544
                 238,            0.027168,            0.010232,            0.021964,             0.91633,             0.94228,             0.95539,             0.72628,            0.014841,            0.005355,            0.014521,           0.0006148,           0.0006148,           0.0006148
                 239,            0.022969,            0.010874,            0.023012,             0.91548,              0.9416,             0.95994,             0.72872,            0.014846,           0.0053206,            0.014492,           0.0005752,           0.0005752,           0.0005752
                 240,            0.026057,            0.012796,            0.023141,             0.91548,              0.9416,             0.95994,             0.72872,            0.014846,           0.0053206,            0.014492,           0.0005356,           0.0005356,           0.0005356
                 241,            0.025153,            0.010081,             0.02209,             0.91548,              0.9416,             0.95994,             0.72872,            0.014846,           0.0053206,            0.014492,            0.000496,            0.000496,            0.000496
                 242,            0.026977,            0.014448,            0.023391,             0.91728,             0.93953,             0.95539,             0.72127,            0.015666,           0.0053414,            0.014488,           0.0004564,           0.0004564,           0.0004564
                 243,            0.025176,            0.011674,            0.022656,             0.91728,             0.93953,             0.95539,             0.72127,            0.015666,           0.0053414,            0.014488,           0.0004168,           0.0004168,           0.0004168
                 244,            0.026382,            0.014969,            0.021639,             0.92005,             0.94085,             0.96448,             0.73327,            0.015811,           0.0053511,            0.014449,           0.0003772,           0.0003772,           0.0003772
                 245,            0.029067,            0.013741,            0.024678,             0.92005,             0.94085,             0.96448,             0.73327,            0.015811,           0.0053511,            0.014449,           0.0003376,           0.0003376,           0.0003376
                 246,            0.030325,            0.011049,            0.025463,             0.92005,             0.94085,             0.96448,             0.73327,            0.015811,           0.0053511,            0.014449,            0.000298,            0.000298,            0.000298
                 247,            0.025074,           0.0095276,            0.022086,             0.91914,             0.94124,             0.96448,             0.72615,            0.015449,           0.0053363,            0.014449,           0.0002584,           0.0002584,           0.0002584
                 248,            0.025707,            0.011137,            0.023184,             0.91914,             0.94124,             0.96448,             0.72615,            0.015449,           0.0053363,            0.014449,           0.0002188,           0.0002188,           0.0002188
                 249,            0.021809,            0.011817,            0.018691,             0.91649,             0.93719,             0.96448,             0.73515,            0.015119,           0.0053315,            0.014593,           0.0001792,           0.0001792,           0.0001792
