               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 151,            0.030912,            0.014183,            0.024379,             0.61653,                   1,             0.83692,             0.40541,            0.023459,           0.0055915,            0.017177,             0.00703,             0.00703,             0.00703
                 152,            0.032033,            0.012507,            0.027697,             0.61653,                   1,             0.83692,             0.40541,            0.023459,           0.0055915,            0.017177,           0.0070102,           0.0070102,           0.0070102
                 153,            0.029315,           0.0094277,             0.02126,             0.77173,             0.90909,             0.91873,             0.59197,            0.020392,           0.0054641,            0.017202,           0.0069904,           0.0069904,           0.0069904
                 154,            0.034295,            0.011624,            0.028089,             0.77173,             0.90909,             0.91873,             0.59197,            0.020392,           0.0054641,            0.017202,           0.0069706,           0.0069706,           0.0069706
                 155,            0.038631,             0.01437,             0.02886,             0.77173,             0.90909,             0.91873,             0.59197,            0.020392,           0.0054641,            0.017202,           0.0069508,           0.0069508,           0.0069508
                 156,            0.032612,            0.012224,            0.025588,             0.87836,             0.90909,             0.93984,             0.57525,             0.01892,           0.0053938,            0.016924,            0.006931,            0.006931,            0.006931
                 157,            0.031101,             0.01251,            0.025018,             0.87836,             0.90909,             0.93984,             0.57525,             0.01892,           0.0053938,            0.016924,           0.0069112,           0.0069112,           0.0069112
                 158,            0.031899,             0.01364,            0.025027,             0.89338,             0.90909,             0.93818,             0.43235,            0.025554,           0.0055885,            0.016857,           0.0068914,           0.0068914,           0.0068914
                 159,            0.047811,            0.010611,             0.02326,             0.89338,             0.90909,             0.93818,             0.43235,            0.025554,           0.0055885,            0.016857,           0.0068716,           0.0068716,           0.0068716
                 160,            0.044552,            0.011177,            0.025736,             0.89338,             0.90909,             0.93818,             0.43235,            0.025554,           0.0055885,            0.016857,           0.0068518,           0.0068518,           0.0068518
                 161,            0.039679,            0.011721,            0.025322,             0.93081,             0.93483,             0.94293,             0.52975,            0.021338,           0.0054702,            0.016153,            0.006832,            0.006832,            0.006832
                 162,            0.041127,             0.01174,             0.02642,             0.93081,             0.93483,             0.94293,             0.52975,            0.021338,           0.0054702,            0.016153,           0.0068122,           0.0068122,           0.0068122
                 163,            0.037012,            0.014171,            0.028438,             0.93081,             0.93483,             0.94293,             0.52975,            0.021338,           0.0054702,            0.016153,           0.0067924,           0.0067924,           0.0067924
                 164,            0.039416,            0.012238,            0.024359,             0.93055,             0.93527,             0.94748,             0.49645,            0.022674,           0.0054858,            0.016027,           0.0067726,           0.0067726,           0.0067726
                 165,            0.037399,                0.01,            0.025851,             0.93055,             0.93527,             0.94748,             0.49645,            0.022674,           0.0054858,            0.016027,           0.0067528,           0.0067528,           0.0067528
                 166,            0.039282,            0.012348,            0.030053,             0.93214,             0.90909,             0.95378,             0.38126,            0.027764,            0.005669,            0.015578,            0.006733,            0.006733,            0.006733
                 167,            0.044567,            0.010789,            0.025185,             0.93214,             0.90909,             0.95378,             0.38126,            0.027764,            0.005669,            0.015578,           0.0067132,           0.0067132,           0.0067132
                 168,             0.04454,            0.011471,            0.024675,             0.93214,             0.90909,             0.95378,             0.38126,            0.027764,            0.005669,            0.015578,           0.0066934,           0.0066934,           0.0066934
                 169,            0.040197,            0.012813,            0.027622,             0.93869,              0.9326,             0.96386,             0.52677,            0.022066,           0.0054948,            0.014989,           0.0066736,           0.0066736,           0.0066736
                 170,            0.035309,             0.01392,            0.027049,             0.93869,              0.9326,             0.96386,             0.52677,            0.022066,           0.0054948,            0.014989,           0.0066538,           0.0066538,           0.0066538
                 171,            0.033885,            0.010825,            0.024277,             0.82413,             0.85973,              0.9385,              0.5485,            0.029152,            0.005492,            0.014319,            0.006634,            0.006634,            0.006634
                 172,            0.047938,            0.010501,            0.026294,             0.82413,             0.85973,              0.9385,              0.5485,            0.029152,            0.005492,            0.014319,           0.0066142,           0.0066142,           0.0066142
                 173,            0.046214,            0.012441,            0.025751,             0.82413,             0.85973,              0.9385,              0.5485,            0.029152,            0.005492,            0.014319,           0.0065944,           0.0065944,           0.0065944
                 174,            0.044783,             0.01276,            0.023246,             0.85224,             0.81805,              0.9265,             0.53087,            0.026433,             0.00537,            0.014203,           0.0065746,           0.0065746,           0.0065746
                 175,             0.04011,           0.0087726,            0.024609,             0.85224,             0.81805,              0.9265,             0.53087,            0.026433,             0.00537,            0.014203,           0.0065548,           0.0065548,           0.0065548
                 176,            0.041529,            0.011578,            0.025811,             0.85224,             0.81805,              0.9265,             0.53087,            0.026433,             0.00537,            0.014203,            0.006535,            0.006535,            0.006535
                 177,            0.042147,            0.013642,            0.024978,             0.92712,             0.90844,             0.94956,             0.57879,            0.023227,            0.005361,            0.013859,           0.0065152,           0.0065152,           0.0065152
                 178,            0.042453,             0.01085,            0.025439,             0.92712,             0.90844,             0.94956,             0.57879,            0.023227,            0.005361,            0.013859,           0.0064954,           0.0064954,           0.0064954
                 179,            0.034445,            0.010882,             0.02399,             0.93168,             0.90909,             0.94371,             0.61363,            0.023766,           0.0053481,            0.013825,           0.0064756,           0.0064756,           0.0064756
                 180,             0.04765,            0.011893,             0.02632,             0.93168,             0.90909,             0.94371,             0.61363,            0.023766,           0.0053481,            0.013825,           0.0064558,           0.0064558,           0.0064558
                 181,            0.035641,            0.011881,            0.024209,             0.93168,             0.90909,             0.94371,             0.61363,            0.023766,           0.0053481,            0.013825,            0.006436,            0.006436,            0.006436
                 182,            0.034337,           0.0097951,            0.024713,             0.89085,             0.91836,             0.95523,             0.63296,            0.020773,           0.0052727,            0.013675,           0.0064162,           0.0064162,           0.0064162
                 183,            0.036378,            0.010768,            0.024207,             0.89085,             0.91836,             0.95523,             0.63296,            0.020773,           0.0052727,            0.013675,           0.0063964,           0.0063964,           0.0063964
                 184,             0.03159,           0.0099371,            0.023808,              0.9215,             0.85326,             0.92242,             0.48447,            0.029218,           0.0054186,            0.012845,           0.0063766,           0.0063766,           0.0063766
                 185,            0.041345,            0.010369,            0.026159,              0.9215,             0.85326,             0.92242,             0.48447,            0.029218,           0.0054186,            0.012845,           0.0063568,           0.0063568,           0.0063568
                 186,            0.043357,            0.013363,            0.024781,              0.9215,             0.85326,             0.92242,             0.48447,            0.029218,           0.0054186,            0.012845,            0.006337,            0.006337,            0.006337
                 187,            0.041135,            0.011319,            0.022332,             0.79196,             0.86641,             0.90929,             0.52667,            0.022427,           0.0053059,            0.012504,           0.0063172,           0.0063172,           0.0063172
                 188,            0.034405,           0.0092201,            0.022952,             0.79196,             0.86641,             0.90929,             0.52667,            0.022427,           0.0053059,            0.012504,           0.0062974,           0.0062974,           0.0062974
                 189,             0.03593,            0.010754,            0.022072,             0.79196,             0.86641,             0.90929,             0.52667,            0.022427,           0.0053059,            0.012504,           0.0062776,           0.0062776,           0.0062776
                 190,            0.033693,            0.011146,            0.025501,             0.88272,             0.90909,             0.94253,             0.53019,             0.02097,           0.0053283,            0.012114,           0.0062578,           0.0062578,           0.0062578
                 191,            0.037832,            0.010631,            0.025744,             0.88272,             0.90909,             0.94253,             0.53019,             0.02097,           0.0053283,            0.012114,            0.006238,            0.006238,            0.006238
                 192,            0.034998,            0.011398,            0.024913,             0.85367,             0.89793,             0.93391,             0.61909,            0.023055,           0.0052479,            0.011752,           0.0062182,           0.0062182,           0.0062182
                 193,            0.043138,            0.010647,            0.023026,             0.85367,             0.89793,             0.93391,             0.61909,            0.023055,           0.0052479,            0.011752,           0.0061984,           0.0061984,           0.0061984
                 194,            0.042012,            0.010982,            0.024042,             0.85367,             0.89793,             0.93391,             0.61909,            0.023055,           0.0052479,            0.011752,           0.0061786,           0.0061786,           0.0061786
                 195,            0.041656,            0.010919,            0.022249,             0.69494,              0.9537,             0.82593,             0.57841,            0.021024,           0.0051068,            0.011303,           0.0061588,           0.0061588,           0.0061588
                 196,            0.038432,            0.012535,            0.023332,             0.69494,              0.9537,             0.82593,             0.57841,            0.021024,           0.0051068,            0.011303,            0.006139,            0.006139,            0.006139
                 197,            0.037828,           0.0094485,            0.021017,              0.9103,             0.92469,             0.97307,             0.65019,            0.019178,           0.0050607,            0.011052,           0.0061192,           0.0061192,           0.0061192
                 198,             0.03797,             0.01058,            0.024053,              0.9103,             0.92469,             0.97307,             0.65019,            0.019178,           0.0050607,            0.011052,           0.0060994,           0.0060994,           0.0060994
                 199,             0.03346,           0.0087397,            0.021926,              0.9103,             0.92469,             0.97307,             0.65019,            0.019178,           0.0050607,            0.011052,           0.0060796,           0.0060796,           0.0060796
                 200,             0.04024,            0.011117,            0.026643,             0.92589,             0.94206,             0.97307,             0.70053,            0.020673,           0.0050015,            0.010808,           0.0060598,           0.0060598,           0.0060598
                 201,            0.040014,            0.012425,            0.023885,             0.92589,             0.94206,             0.97307,             0.70053,            0.020673,           0.0050015,            0.010808,             0.00604,             0.00604,             0.00604
                 202,            0.034884,           0.0097888,            0.019744,             0.92589,             0.94206,             0.97307,             0.70053,            0.020673,           0.0050015,            0.010808,           0.0060202,           0.0060202,           0.0060202
                 203,            0.034722,           0.0077647,            0.025337,             0.92507,             0.94531,             0.97682,              0.6676,            0.022137,           0.0050885,            0.010541,           0.0060004,           0.0060004,           0.0060004
                 204,            0.036352,            0.010628,            0.021321,             0.92507,             0.94531,             0.97682,              0.6676,            0.022137,           0.0050885,            0.010541,           0.0059806,           0.0059806,           0.0059806
                 205,             0.03872,            0.009695,            0.021865,             0.91796,             0.98542,             0.97682,             0.47272,            0.023927,           0.0052016,            0.010222,           0.0059608,           0.0059608,           0.0059608
                 206,            0.040603,           0.0095447,            0.022973,             0.91796,             0.98542,             0.97682,             0.47272,            0.023927,           0.0052016,            0.010222,            0.005941,            0.005941,            0.005941
                 207,            0.037206,           0.0099741,            0.023873,             0.91796,             0.98542,             0.97682,             0.47272,            0.023927,           0.0052016,            0.010222,           0.0059212,           0.0059212,           0.0059212
                 208,            0.032891,            0.010012,            0.021437,             0.81325,              0.9875,             0.95308,             0.70594,            0.020751,           0.0050477,           0.0098451,           0.0059014,           0.0059014,           0.0059014
                 209,            0.033774,            0.011373,            0.019986,             0.81325,              0.9875,             0.95308,             0.70594,            0.020751,           0.0050477,           0.0098451,           0.0058816,           0.0058816,           0.0058816
                 210,            0.036618,             0.01477,            0.021712,               0.812,             0.90909,             0.95534,             0.50764,            0.020245,           0.0051284,           0.0095828,           0.0058618,           0.0058618,           0.0058618
                 211,              0.0359,           0.0092528,            0.022092,               0.812,             0.90909,             0.95534,             0.50764,            0.020245,           0.0051284,           0.0095828,            0.005842,            0.005842,            0.005842
                 212,            0.035952,            0.011116,            0.021772,               0.812,             0.90909,             0.95534,             0.50764,            0.020245,           0.0051284,           0.0095828,           0.0058222,           0.0058222,           0.0058222
                 213,            0.036371,            0.012193,            0.021104,             0.92094,             0.93716,             0.98591,             0.62673,            0.021161,           0.0051734,           0.0093019,           0.0058024,           0.0058024,           0.0058024
                 214,            0.034991,            0.014098,            0.021996,             0.92094,             0.93716,             0.98591,             0.62673,            0.021161,           0.0051734,           0.0093019,           0.0057826,           0.0057826,           0.0057826
                 215,            0.034756,            0.012161,            0.019991,             0.92094,             0.93716,             0.98591,             0.62673,            0.021161,           0.0051734,           0.0093019,           0.0057628,           0.0057628,           0.0057628
                 216,            0.037061,            0.008858,            0.021569,             0.92704,             0.92901,             0.98591,             0.67641,            0.021073,           0.0051522,           0.0091883,            0.005743,            0.005743,            0.005743
                 217,            0.031601,            0.010122,            0.019369,             0.92704,             0.92901,             0.98591,             0.67641,            0.021073,           0.0051522,           0.0091883,           0.0057232,           0.0057232,           0.0057232
                 218,            0.034078,           0.0086014,            0.019862,             0.87236,             0.90909,             0.94316,             0.44661,            0.025064,           0.0050316,           0.0089473,           0.0057034,           0.0057034,           0.0057034
                 219,            0.044817,            0.011272,            0.019718,             0.87236,             0.90909,             0.94316,             0.44661,            0.025064,           0.0050316,           0.0089473,           0.0056836,           0.0056836,           0.0056836
